Healthcheck for ppdspg02
Generated at 2026-01-07 04:31:20
================================================================================

## Total Connections

Username | Machine Name | Application Name | Total Connections Count
psp_rafenrollment_detail | psp_rafenrollment_detail_pkey | Unused | Valid
psp_rafenrollment_file | psp_rafenrollment_file_pkey | Unused | Valid
psp_rate_ledger_operation | psp_rate_ledger_operation_pkey | Unused | Valid
psp_report_job_setup | psp_report_job_setup_pkey | Unused | Valid
psp_reporting_agent | psp_reporting_agent_fk1 | Unused | Valid
psp_reporting_agent | psp_reporting_agent_pkey | Unused | Valid
psp_role_sub_status | psp_role_sub_status_fk2 | Unused | Valid
psp_role_sub_status | psp_role_sub_status_pkey | Unused | Valid
psp_rtbautomationbackup | psp_rtbautomationbackup_pkey | Unused | Valid
psp_saved_reports | psp_saved_reports_pkey | Unused | Valid
psp_second_offload | psp_second_offload_fk1 | Unused | Valid
psp_second_offload | psp_second_offload_pkey | Unused | Valid
psp_serv_stat_txn_sku_type | psp_serv_stat_txn_sku_type_pkey | Unused | Valid
psp_service_status | psp_service_status_pkey | Unused | Valid
psp_service_sub_status | psp_service_sub_status_fk1 | Unused | Valid
psp_source_payroll_parameter | psp_source_payroll_parameter_pkey | Unused | Valid
psp_source_system_law_assoc | psp_source_system_law_asso_fk2 | Unused | Valid
psp_sourcesys_printedchk_info | psp_source_system_printed_fk1 | Unused | Valid
psp_sourcesys_printedchk_info | psp_sourcesys_printedchk_info_pkey | Unused | Valid
psp_sql_execution_log_entry | psp_sql_execution_log_entry_pkey | Unused | Valid
psp_state_edi_tax_file | psp_state_edi_tax_file_fk2 | Unused | Valid
psp_state_edi_tax_file | psp_state_edi_tax_file_pkey | Unused | Valid
psp_state_report_assoc | psp_state_report_assoc_pkey | Unused | Valid
psp_state_report_assoc | psp_strpt_tmpfreq_fk_pmttmpfrq | Unused | Valid
psp_state_report_assoc | psp_strpt_tmpfreq_fk_strptout | Unused | Valid
psp_suicredits_job | psp_suicredits_job_fk1 | Unused | Valid
psp_suicredits_job | psp_suicredits_job_pkey | Unused | Valid
psp_svcstat_srcsys_assoc | psp_svcstat_srcsys_fk_srcsys | Unused | Valid
psp_svcstat_srcsys_assoc | psp_svcstat_srcsys_fk_svcstat | Unused | Valid
psp_svcstat_svc_assoc | psp_svcstat_svc_fk_svc | Unused | Valid
psp_svcstat_syscap_assoc | psp_svcstat_cap_fk_cap | Unused | Valid
psp_svcstat_syscap_assoc | psp_svcstat_cap_fk_svcstat | Unused | Valid
psp_system_payment_requirement | psp_system_payment_requirement_pkey | Unused | Valid
psp_tax_account_audit | psp_tax_acc_aud_i1 | Unused | Valid
psp_tax_account_audit | psp_tax_acc_aud_pk | Unused | Valid
psp_tax_credits9061 | psp_tax_credits9061_fk1 | Unused | Valid
psp_tax_credits9061 | psp_tax_credits9061_pkey | Unused | Valid
psp_tax_credits_application | psp_tax_credits_application_pkey | Unused | Valid
psp_tax_penalty_interest | psp_tax_penalty_interest_fk1 | Unused | Valid
psp_tax_penalty_interest | psp_tax_penalty_interest_pkey | Unused | Valid
psp_tax_table_misc_data | psp_tax_table_misc_data_pkey | Unused | Valid
psp_third_party401k_batch | psp_third_party401k_batch_pkey | Unused | Valid
psp_threshold_requirement | psp_threshold_requirement_pkey | Unused | Valid
psp_tp401k_batch_employee | psp_tp401k_batch_ee_fk1 | Unused | Valid
psp_tp401k_batch_employee | psp_tp401k_batch_ee_fk2 | Unused | Valid
psp_tp401k_batch_employee | psp_tp401k_batch_employee_pkey | Unused | Valid
psp_tp401k_batch_paycheck | psp_third_party401k_batch_fk1 | Unused | Valid
psp_tp401k_batch_paycheck | psp_third_party401k_batch_fk2 | Unused | Valid
psp_tp401k_batch_paycheck | psp_tp401k_batch_paycheck_pkey | Unused | Valid
psp_tp401k_paycheck | psp_tp401k_paycheck_pkey | Unused | Valid
psp_tp401k_paycheck_pending | psp_tp401k_paycheck_pending_pkey | Unused | Valid
psp_tp401k_paycheck_pending | psp_tp401k_pend_state_pchk_fk | Unused | Valid
psp_tp401k_paycheck_state | psp_tp401k_paycheck_state_pkey | Unused | Valid
psp_tp401k_paycheck_state | psp_tp401k_pchk_state_pchk_fk | Unused | Valid
psp_tp401k_signup_batch | psp_tp401k_signup_batch_pkey | Unused | Valid
psp_tp401k_signup_queue | psp_tp401k_signup_queue_pkey | Unused | Valid
psp_transaction_offload_batch | psp_transaction_offload_ba_fk1 | Unused | Valid
psp_transaction_offload_batch | psp_transaction_offload_ba_fk2 | Unused | Valid
psp_transaction_offload_batch | psp_transaction_offload_batch_pkey | Unused | Valid
psp_transmission_payroll_run | psp_transmission_payroll_run_pkey | Unused | Valid
psp_transmission_payroll_run | psp_transmissionpayrollrun_fk2 | Unused | Valid
psp_user_preference | psp_user_preference_pkey | Unused | Valid
psp_user_setting | psp_user_setting_fk1 | Unused | Valid
psp_user_setting | psp_user_setting_pkey | Unused | Valid
psp_user_setting | psp_usersetting_fk1 | Unused | Valid
psp_vmp_employee_info | psp_vmp_employee_info_fk1 | Unused | Valid
psp_vmp_employee_info | psp_vmp_employee_info_pkey | Unused | Valid
psp_voided_check | psp_voided_check_fk1 | Unused | Valid
psp_voided_check | psp_voided_check_fk3 | Unused | Valid
psp_voided_check | psp_voided_check_pkey | Unused | Valid
psp_wage_limit | psp_wage_limit_fk1 | Unused | Valid
psp_wage_limit | psp_wage_limit_pkey | Unused | Valid
psp_wc_company | psp_wc_company_fk1 | Unused | Valid
psp_wc_company | psp_wc_company_pkey | Unused | Valid
psp_wc_paycheck | psp_wc_paycheck_pkey | Unused | Valid
psp_wc_paycheck | psp_wc_pchk_pchk_fk | Unused | Valid
psp_wc_paycheck_pending | psp_wc_paycheck_pending_pkey | Unused | Valid
psp_wc_paycheck_pending | psp_wc_pend_state_pchk_fk | Unused | Valid
psp_wc_paycheck_state | psp_wc_paycheck_state_pkey | Unused | Valid
psp_wc_paycheck_state | psp_wc_pchk_state_pchk_fk | Unused | Valid
query_plan | query_plan_pkey | Unused | Valid
schema_details | schema_details_pkey | Unused | Valid
test_pymt | test_pymt_payment_template_fk_idx | Unused | Valid
test_pymt | test_pymt_pkey | Unused | Valid

## Top 10 Tables by Bloat

Table Name | Total Size (GB) | Bloat Size (GB) | Bloat Percentage
-----------------------------------------------------------------
pspadm.psp_tax_payment_on_hold_reason | 43.93 | 19.73 | 44.91
pspadm.psp_company_event_detail_p0 | 20.48 | 10.05 | 49.07
pspadm.psp_company_event_detail_p4 | 20.16 | 9.85 | 48.89
pspadm.psp_company_event_detail_p3 | 20.11 | 9.84 | 48.94
pspadm.psp_company_event_detail_p6 | 20.14 | 9.84 | 48.87
pspadm.psp_company_event_detail_p7 | 19.99 | 9.79 | 48.98
pspadm.psp_company_event_detail_p5 | 20.00 | 9.79 | 48.92
pspadm.psp_company_event_detail_p2 | 19.90 | 9.74 | 48.95
pspadm.psp_company_event_detail_p1 | 19.65 | 9.63 | 48.99
pspadm.psp_property_audit_p6 | 19.73 | 7.19 | 36.45

## Replication Status

Slot Name | Plugin | Slot Type | Active | Restart LSN | Confirmed Flush LSN | Total Size
----------------------------------------------------------------------------------------
data_capture_outbox_slot_e2e | pgoutput | logical | True | 26D/3512AC68 | 26D/3512D5C0 | 0 bytes
pspapg_s1_ingestion | pgoutput | logical | True | 26D/31621588 | 26D/34FE1C40 | 0 bytes

## Tables with Dead Tuples > 500k

Table | Dead Tuples
-------------------
psp_tax_payment_on_hold_reason | 5563987
psp_company_event_detail_p3 | 2751415
psp_company_event_detail_p2 | 2689839
psp_company_event_detail_p0 | 2672640
psp_company_event_detail_p5 | 2662670
psp_company_event_detail_p1 | 2637738
psp_company_event_detail_p7 | 2626905
psp_company_event_detail_p6 | 2619331
psp_company_event_detail_p4 | 2603696
psp_company_event_p7 | 1173956
psp_company_event_p6 | 1171031
psp_money_movement_transaction_p3 | 928187
psp_money_movement_transaction_p7 | 918472
psp_money_movement_transaction_p5 | 917243
psp_money_movement_transaction_p0 | 912546
psp_money_movement_transaction_p6 | 893279
psp_money_movement_transaction_p4 | 892853
psp_money_movement_transaction_p2 | 878931
psp_money_movement_transaction_p1 | 874389
psp_property_audit_p3 | 527842
psp_property_audit_p5 | 501997
psp_property_audit_p0 | 500876
psp_property_audit_p6 | 500606
psp_property_audit_p2 | 500240

## Vacuum Progress

No vacuum operations in progress.

## Tables Not Vacuumed in Last 15 Days

Table | Table Size | Live Tuples | Dead Tuples | Last Vacuum | Days Since Last Vacuum | Days Since Last Autovacuum | Table Size (GB)
------------------------------------------------------------------------------------------------------------------------------------
arch_purge_main_stats_list | 0.00 | 0.0 | 0.0 | None | None | None | None
as400_dropme | 0.00 | 0.0 | 0.0 | None | None | None | None
asset_details | 0.00 | 4.0 | 4.0 | None | None | None | None
awsdms_apply_exceptions | 0.00 | 4.0 | 4.0 | None | None | None | None
awsdms_ddl_audit | 0.00 | 0.0 | 0.0 | None | None | None | None
awsdms_history | 0.00 | 14203.0 | 14203.0 | None | None | None | None
awsdms_status | 0.00 | 53.0 | 53.0 | None | None | None | None
awsdms_suspended_tables | 0.00 | 0.0 | 0.0 | None | None | None | None
awsdms_validation_failures_v1 | 0.00 | 0.0 | 0.0 | None | None | None | None
checkpoint | 0.00 | 26.0 | 26.0 | None | None | None | None
checkpoint_lox | 0.00 | 0.0 | 0.0 | None | None | None | None
custom_time_partitions | 0.00 | 0.0 | 0.0 | None | None | None | None
distinct_company_fk | 0.00 | 0.0 | 0.0 | None | None | None | None
dms_migration_test | 0.00 | 0.0 | 0.0 | None | None | None | None
gg_heartbeat | 0.00 | 33.0 | 33.0 | None | None | None | None
hints | 0.00 | 0.0 | 0.0 | None | None | None | None
index_statistics | 0.00 | 2473.0 | 2473.0 | None | None | None | None
l_user_check | 0.00 | 1.0 | 1.0 | None | None | None | None
l_user_check | 0.00 | 1.0 | 1.0 | None | None | None | None
my_table | 0.00 | 0.0 | 0.0 | None | None | None | None
oos_metadata | 0.00 | 6.0 | 6.0 | None | None | None | None
part_config | 0.00 | 3.0 | 3.0 | None | None | None | None
part_config_sub | 0.00 | 0.0 | 0.0 | None | None | None | None
partition_statistics | 0.00 | 306.0 | 306.0 | None | None | None | None
paycheck_backup_date | 0.00 | 0.0 | 0.0 | None | None | None | None
payroll_hist | 0.00 | 0.0 | 0.0 | None | None | None | None
plans | 0.00 | -1.0 | -1.0 | None | None | None | None
psp_accounting_report_file | 0.00 | 4316.0 | 4283.0 | None | None | None | None
psp_ach_transaction_code | 0.00 | 16.0 | 16.0 | None | None | None | None
psp_achenrollment | 0.00 | 6551.0 | 6551.0 | None | None | None | None
psp_achenrollment_detail | 0.00 | 3184.0 | 3184.0 | None | None | None | None
psp_achenrollment_file | 0.00 | 124.0 | 124.0 | None | None | None | None
psp_action_event | 0.00 | 31.0 | 31.0 | None | None | None | None
psp_additional_filing_amount | 0.00 | 24.0 | 24.0 | None | None | None | None
psp_ade_law_map | 0.00 | 59.0 | 59.0 | None | None | None | None
psp_agency | 0.00 | 98.0 | 98.0 | None | None | None | None
psp_agency_check_batch | 0.00 | 7518.0 | 7518.0 | None | None | None | None
psp_agency_id_requirement | 0.00 | 98.0 | 98.0 | None | None | None | None
psp_agency_rate_request | 0.00 | 821.0 | 821.0 | None | None | None | None
psp_annual_billing_batch | 0.00 | 0.0 | 0.0 | None | None | None | None
psp_annual_billing_item | 0.00 | 0.0 | 0.0 | None | None | None | None
psp_applied_database_patch | 0.00 | 702.0 | 702.0 | None | None | None | None
psp_archive_record | 0.00 | 61.0 | 61.0 | None | None | None | None
psp_assisted_bundle_bill | 0.00 | 309.0 | 309.0 | None | None | None | None
psp_asst_bundle_bill_detail | 5.00 | 19070906.0 | 19070906.0 | None | None | None | None
psp_asst_bundle_comp_usage | 0.00 | 204.0 | 204.0 | None | None | None | None
psp_atfdata_extract_batch | 0.00 | 1314.0 | 1310.0 | None | None | None | None
psp_atfdata_extract_file | 0.00 | 12423.0 | 12399.0 | None | None | None | None
psp_atfpayments_to_process | 2.00 | 4458791.0 | 4458791.0 | None | None | None | None
psp_atfpayrolls_to_process | 0.00 | 126862.0 | 126862.0 | None | None | None | None
psp_auth_domain | 0.00 | 2.0 | 2.0 | None | None | None | None
psp_auth_operation | 0.00 | 164.0 | 164.0 | None | None | None | None
psp_auth_role | 0.00 | 66.0 | 66.0 | None | None | None | None
psp_auth_user | 0.00 | 3763.0 | 3625.0 | None | None | None | None
psp_auth_user_auth_role__assoc | 0.00 | 3647.0 | 3647.0 | None | None | None | None
psp_authrole_operation_assoc | 0.00 | 1600.0 | 1600.0 | None | None | None | None
psp_bank_account | 4.00 | 3781104.0 | 3777251.0 | None | None | None | None
psp_bank_holiday | 0.00 | 298.0 | 298.0 | None | None | None | None
psp_batch_job_parameter | 0.00 | 216.0 | 216.0 | None | None | None | None
psp_batch_job_setup | 0.00 | 222.0 | 222.0 | None | None | None | None
psp_bill | 0.00 | 3267.0 | 3262.0 | None | None | None | None
psp_bill_payment | 0.00 | 164168.0 | 163911.0 | None | None | None | None
psp_bill_payment_split | 0.00 | 163229.0 | 163229.0 | None | None | None | None
psp_billing_detail | 2.00 | 4931755.0 | 4924851.0 | None | None | None | None
psp_bpcompany_service_info | 0.00 | 138184.0 | 138076.0 | None | None | None | None
psp_cdcompany_service_info | 0.00 | 0.0 | 0.0 | None | None | None | None
psp_check_print_batch | 0.00 | 8097.0 | 7537.0 | None | None | None | None
psp_check_print_paycheck | 0.00 | 0.0 | 0.0 | None | None | None | None
psp_check_print_signature | 0.00 | 1.0 | 1.0 | None | None | None | None
psp_collection_stage | 0.00 | 3.0 | 3.0 | None | None | None | None
psp_comp_adjust_submission | 0.00 | 42280.0 | 42198.0 | None | None | None | None
psp_comp_pmt_template_agencyid | 0.00 | 173.0 | 173.0 | None | None | None | None
psp_comp_pmttemplate_pmtmethod | 2.00 | 8319502.0 | 8318213.0 | None | None | None | None
psp_company | 22.00 | 5928445.0 | 5566321.0 | None | 2025-12-19 03:14:55.446273-08:00 | None | 17 days, 20:45:04.553727
psp_company_agency | 1.00 | 4442759.0 | 4391889.0 | None | None | None | None
psp_company_bank_account | 0.00 | 1001654.0 | 996608.0 | None | 2025-12-05 09:05:32.967253-08:00 | None | 30 days, 14:54:27.032747
psp_company_consent | 0.00 | 8081.0 | 8081.0 | None | None | None | None
psp_company_daily_liability | 2.00 | 2060994.0 | 2058437.0 | None | 2025-12-14 21:29:40.022506-08:00 | None | 22 days, 2:30:19.977494
psp_company_event | 0.00 | -1.0 | -1.0 | None | None | None | None
psp_company_event_detail | 0.00 | -1.0 | -1.0 | None | None | None | None
psp_company_event_detail_p0 | 20.00 | 34150936.0 | 31478296.0 | None | None | None | None
psp_company_event_detail_p1 | 19.00 | 32617614.0 | 29979876.0 | None | None | None | None
psp_company_event_detail_p2 | 19.00 | 32972856.0 | 30283017.0 | None | None | None | None
psp_company_event_detail_p3 | 20.00 | 33259756.0 | 30508341.0 | None | None | None | None
psp_company_event_detail_p4 | 20.00 | 33707960.0 | 31104264.0 | None | None | None | None
psp_company_event_detail_p5 | 20.00 | 33193100.0 | 30530430.0 | None | None | None | None
psp_company_event_detail_p6 | 20.00 | 33643812.0 | 31024481.0 | None | None | None | None
psp_company_event_detail_p7 | 19.00 | 33197486.0 | 30570581.0 | None | None | None | None
psp_company_event_email | 4.00 | 12196364.0 | 12192383.0 | None | None | None | None
psp_company_event_email_param | 0.00 | -1.0 | -1.0 | None | None | None | None
psp_company_event_email_param_p0 | 3.00 | 8675804.0 | 8675804.0 | None | None | None | None
psp_company_event_email_param_p1 | 4.00 | 8717637.0 | 8717637.0 | None | None | None | None
psp_company_event_email_param_p2 | 3.00 | 8652048.0 | 8652048.0 | None | None | None | None
psp_company_event_email_param_p3 | 4.00 | 8780271.0 | 8780271.0 | None | None | None | None
psp_company_event_email_param_p4 | 4.00 | 8741511.0 | 8741511.0 | None | None | None | None
psp_company_event_email_param_p5 | 3.00 | 8653878.0 | 8653878.0 | None | None | None | None
psp_company_event_email_param_p6 | 4.00 | 8806255.0 | 8806255.0 | None | None | None | None
psp_company_event_email_param_p7 | 4.00 | 8761138.0 | 8761138.0 | None | None | None | None
psp_company_event_p6 | 9.00 | 12237975.0 | 11066944.0 | None | 2025-12-18 20:40:37.098970-08:00 | None | 18 days, 3:19:22.901030
psp_company_event_p7 | 9.00 | 12237496.0 | 11063540.0 | None | 2025-12-18 21:11:29.346666-08:00 | None | 18 days, 2:48:30.653334
psp_company_filing_amount | 0.00 | 69.0 | 69.0 | None | None | None | None
psp_company_law | 4.00 | 10161272.0 | 10099209.0 | None | 2025-12-08 08:26:14.482176-08:00 | None | 28 days, 15:33:45.517824
psp_company_law_rate | 3.00 | 9717693.0 | 9717629.0 | None | None | None | None
psp_company_note | 0.00 | 123.0 | 123.0 | None | None | None | None
psp_company_offer | 0.00 | 1263.0 | 1263.0 | None | None | None | None
psp_company_offering | 0.00 | 2687701.0 | 2678647.0 | None | None | None | None
psp_company_paycheck_batch | 0.00 | 2.0 | 2.0 | None | None | None | None
psp_company_payroll_item | 2.00 | 6347597.0 | 6336133.0 | None | None | None | None
psp_company_pin | 0.00 | 922743.0 | 922511.0 | None | None | None | None
psp_company_rate_request | 0.00 | 168852.0 | 168852.0 | None | None | None | None
psp_company_service | 1.00 | 3313145.0 | 3278921.0 | None | None | None | None
psp_company_service_bank_acct | 0.00 | 489451.0 | 489448.0 | None | None | None | None
psp_company_tfssubmission | 0.00 | 56801.0 | 56801.0 | None | None | None | None
psp_company_usage | 0.00 | 1870.0 | 1870.0 | None | None | None | None
psp_companyagency_frmtemplate | 0.00 | 1413548.0 | 1397364.0 | None | None | None | None
psp_companyagency_pmttemplate | 5.00 | 5402137.0 | 5364350.0 | None | None | None | None
psp_compensation | 0.00 | -1.0 | -1.0 | None | None | None | None
psp_compensation_p0 | 0.00 | 132448.0 | 131256.0 | None | None | None | None
psp_compensation_p1 | 0.00 | 116484.0 | 115084.0 | None | None | None | None
psp_compensation_p2 | 0.00 | 111690.0 | 110444.0 | None | None | None | None
psp_compensation_p3 | 0.00 | 122148.0 | 120134.0 | None | None | None | None
psp_compensation_p4 | 0.00 | 148826.0 | 147118.0 | None | None | None | None
psp_compensation_p5 | 0.00 | 138726.0 | 136976.0 | None | None | None | None
psp_compensation_p6 | 0.00 | 117379.0 | 115362.0 | None | None | None | None
psp_compensation_p7 | 0.00 | 111301.0 | 109382.0 | None | None | None | None
psp_ddcompany_service_info | 0.00 | 901840.0 | 901038.0 | None | None | None | None
psp_deduction | 0.00 | -1.0 | -1.0 | None | None | None | None
psp_deduction_p0 | 0.00 | 59373.0 | 59272.0 | None | None | None | None
psp_deduction_p1 | 0.00 | 18835.0 | 18691.0 | None | None | None | None
psp_deduction_p2 | 0.00 | 12467.0 | 12334.0 | None | None | None | None
psp_deduction_p3 | 0.00 | 10787.0 | 10655.0 | None | None | None | None
psp_deleted_record | 0.00 | 10253.0 | 10253.0 | None | None | None | None
psp_dep_freq_ledger_operation | 0.00 | 0.0 | 0.0 | None | None | None | None
psp_deposit_frequency | 0.00 | 19.0 | 19.0 | None | None | None | None
psp_deposit_frequency_file | 0.00 | 2.0 | 2.0 | None | None | None | None
psp_deposit_frequency_file_rec | 0.00 | 0.0 | 0.0 | None | None | None | None
psp_deposit_frequency_req | 0.00 | 5.0 | 5.0 | None | None | None | None
psp_disburse_advice | 0.00 | 282509.0 | 282509.0 | None | None | None | None
psp_disburse_advice_tax_liab | 0.00 | -1.0 | -1.0 | None | None | None | None
psp_disburse_advice_tax_liab_p0 | 2.00 | 4778001.0 | 4778001.0 | None | None | None | None
psp_disburse_advice_tax_liab_p1 | 2.00 | 4737007.0 | 4737007.0 | None | None | None | None
psp_disburse_advice_tax_liab_p2 | 2.00 | 4791504.0 | 4791504.0 | None | None | None | None
psp_disburse_advice_tax_liab_p3 | 2.00 | 4754756.0 | 4754756.0 | None | None | None | None
psp_edi_payment_detail | 0.00 | 7.0 | 7.0 | None | None | None | None
psp_edi_tax_file | 0.00 | 3985.0 | 3969.0 | None | None | None | None
psp_ee_payrollitem_qtrtotals | 0.00 | 44716.0 | 44704.0 | None | None | None | None
psp_effective_deposit_freq | 2.00 | 5404067.0 | 5403417.0 | None | None | None | None
psp_eftps_enrollment_detail | 0.00 | 483931.0 | 475931.0 | None | None | None | None
psp_eftps_file | 0.00 | 3866.0 | 3850.0 | None | None | None | None
psp_eftps_payment_detail | 0.00 | 5274.0 | 5274.0 | None | None | None | None
psp_emp_totals_payroll_run | 0.00 | 147034.0 | 146119.0 | None | None | None | None
psp_employee | 6.00 | 1763050.0 | 1752579.0 | None | None | None | None
psp_employee_accrual | 0.00 | 2706923.0 | 2706801.0 | None | None | None | None
psp_employee_bank_account | 0.00 | 1028409.0 | 1026892.0 | None | None | None | None
psp_employee_custom_field | 0.00 | 485811.0 | 485811.0 | None | None | None | None
psp_employee_law_qtr_totals | 2.00 | 5171457.0 | 5080843.0 | None | None | None | None
psp_employee_payroll_item | 3.00 | 8320229.0 | 8320140.0 | None | None | None | None
psp_employee_tax | 4.00 | 11905037.0 | 11860673.0 | None | 2025-12-18 16:03:38.928477-08:00 | None | 18 days, 7:56:21.071523
psp_employee_usage | 0.00 | 9345.0 | 9194.0 | None | None | None | None
psp_employee_w2_totals | 0.00 | 675711.0 | 675711.0 | None | None | None | None
psp_employee_w2_totals_backup | 0.00 | 98923.0 | 98923.0 | None | None | None | None
psp_employee_wage_plan | 0.00 | 243702.0 | 243702.0 | None | None | None | None
psp_employer_contribution | 0.00 | 40410.0 | 39861.0 | None | None | None | None
psp_employer_preference | 0.00 | 0.0 | 0.0 | None | None | None | None
psp_entitlement | 0.00 | 1188609.0 | 1186444.0 | None | None | None | None
psp_entitlement_bkp_index | 0.00 | 1056179.0 | 1056179.0 | None | None | None | None
psp_entitlement_code | 0.00 | 120.0 | 120.0 | None | None | None | None
psp_entitlement_code_offering | 0.00 | 959.0 | 959.0 | None | None | None | None
psp_entitlement_message | 0.00 | -1.0 | -1.0 | None | None | None | None
psp_entitlement_message_2012 | 0.00 | 128032.0 | 128032.0 | None | None | None | None
psp_entitlement_message_2013 | 0.00 | 3101.0 | 3101.0 | None | None | None | None
psp_entitlement_message_2014 | 0.00 | 181904.0 | 181904.0 | None | None | None | None
psp_entitlement_message_2015 | 2.00 | 728426.0 | 728426.0 | None | None | None | None
psp_entitlement_message_2016 | 3.00 | 1086526.0 | 1086526.0 | None | None | None | None
psp_entitlement_message_2017 | 1.00 | 401530.0 | 401530.0 | None | None | None | None
psp_entitlement_message_2018 | 0.00 | 108556.0 | 108556.0 | None | None | None | None
psp_entitlement_message_2019 | 2.00 | 782111.0 | 782111.0 | None | None | None | None
psp_entitlement_message_2020 | 19.00 | 6767164.0 | 6767164.0 | None | None | None | None
psp_entitlement_message_2021 | 2.00 | 723950.0 | 723950.0 | None | None | None | None
psp_entitlement_message_2022 | 0.00 | 298120.0 | 298120.0 | None | None | None | None
psp_entitlement_message_2023 | 3.00 | 948299.0 | 948299.0 | None | None | None | None
psp_entitlement_message_2024 | 3.00 | 676287.0 | 676287.0 | None | None | None | None
psp_entitlement_message_2027 | 0.00 | -1.0 | -1.0 | None | None | None | None
psp_entitlement_message_2028 | 0.00 | -1.0 | -1.0 | None | None | None | None
psp_entitlement_message_hash | 0.00 | -1.0 | -1.0 | None | None | None | None
psp_entitlement_message_p0 | 4.00 | 1464062.0 | 1464062.0 | None | None | None | None
psp_entitlement_message_p1 | 4.00 | 1480212.0 | 1480212.0 | None | None | None | None
psp_entitlement_message_p2 | 4.00 | 1473350.0 | 1473350.0 | None | None | None | None
psp_entitlement_message_p3 | 4.00 | 1496885.0 | 1496885.0 | None | None | None | None
psp_entitlement_message_p4 | 4.00 | 1406732.0 | 1406732.0 | None | None | None | None
psp_entitlement_message_p5 | 4.00 | 1635403.0 | 1635403.0 | None | None | None | None
psp_entitlement_message_p6 | 4.00 | 1532709.0 | 1532709.0 | None | None | None | None
psp_entitlement_message_p7 | 4.00 | 1539549.0 | 1539549.0 | None | None | None | None
psp_entitlement_message_test_gg | 0.00 | 3.0 | 3.0 | None | None | None | None
psp_entitlement_unit | 4.00 | 5107283.0 | 5103181.0 | None | None | None | None
psp_entity_bat | 0.00 | -1.0 | -1.0 | None | None | None | None
psp_entity_change | 0.00 | 41.0 | 41.0 | None | None | None | None
psp_entity_publish | 0.00 | -1.0 | -1.0 | None | None | None | None
psp_entity_publish_19thdec | 0.00 | 93297.0 | 93297.0 | None | 2025-12-18 21:30:59.466519-08:00 | None | 18 days, 2:29:00.533481
psp_entity_publish_25022025 | 2.00 | 1909414.0 | 1909414.0 | None | None | None | None
psp_entity_publish_25dec_25 | 0.00 | 103201.0 | 103201.0 | None | 2025-12-11 20:24:18.412633-08:00 | None | 25 days, 3:35:41.587367
psp_entity_publish_5_dec_25 | 0.00 | 44077.0 | 44077.0 | None | None | None | None
psp_entity_publish_bkp | 0.00 | 1857.0 | 1857.0 | None | 2025-12-21 23:46:07.222168-08:00 | None | 15 days, 0:13:52.777832
psp_entity_publish_bkp_06052025 | 0.00 | 251261.0 | 251261.0 | None | None | None | None
psp_entity_publish_bkp_07042025 | 0.00 | 24602.0 | 24602.0 | None | None | None | None
psp_entity_publish_bkp_07052025 | 0.00 | 81889.0 | 81889.0 | None | None | None | None
psp_entity_publish_bkp_08042025 | 0.00 | 31526.0 | 31526.0 | None | None | None | None
psp_entity_publish_bkp_09052025 | 0.00 | 101646.0 | 101646.0 | None | None | None | None
psp_entity_publish_bkp_11042025 | 0.00 | 83138.0 | 83138.0 | None | None | None | None
psp_entity_publish_bkp_21052025 | 0.00 | 224774.0 | 224774.0 | None | None | None | None
psp_entity_publish_bkp_27022025 | 0.00 | 11387.0 | 11387.0 | None | None | None | None
psp_entity_publish_bkp_27052025 | 0.00 | 282652.0 | 282652.0 | None | None | None | None
psp_entity_publish_bkp_date | 0.00 | 284506.0 | 284506.0 | None | None | None | None
psp_entity_publish_p2026_01_07 | 0.00 | -1.0 | -15.0 | None | None | None | None
psp_entity_publish_p2026_01_08 | 0.00 | -1.0 | -1.0 | None | None | None | None
psp_entity_update | 0.00 | -1.0 | -1.0 | None | None | None | None
psp_entity_update_m012023 | 0.00 | 520584.0 | 520584.0 | None | None | None | None
psp_entity_update_m012024 | 0.00 | 311812.0 | 311812.0 | None | None | None | None
psp_entity_update_m012025 | 0.00 | 149976.0 | 149976.0 | None | None | None | None
psp_entity_update_m012027 | 0.00 | -1.0 | -1.0 | None | None | None | None
psp_entity_update_m012028 | 0.00 | -1.0 | -1.0 | None | None | None | None
psp_entity_update_m022023 | 0.00 | 526801.0 | 526801.0 | None | None | None | None
psp_entity_update_m022024 | 0.00 | 553257.0 | 553257.0 | None | None | None | None
psp_entity_update_m022025 | 0.00 | 235147.0 | 235147.0 | None | None | None | None
psp_entity_update_m022026 | 0.00 | 7618.0 | 7604.0 | None | None | None | None
psp_entity_update_m022027 | 0.00 | -1.0 | -1.0 | None | None | None | None
psp_entity_update_m032023 | 0.00 | 496055.0 | 496055.0 | None | None | None | None
psp_entity_update_m032024 | 0.00 | 493921.0 | 493921.0 | None | None | None | None
psp_entity_update_m032025 | 0.00 | 120257.0 | 120257.0 | None | None | None | None
psp_entity_update_m032026 | 0.00 | 4181.0 | 4181.0 | None | None | None | None
psp_entity_update_m032027 | 0.00 | -1.0 | -1.0 | None | None | None | None
psp_entity_update_m042023 | 0.00 | 481018.0 | 481018.0 | None | None | None | None
psp_entity_update_m042024 | 0.00 | 392604.0 | 392604.0 | None | None | None | None
psp_entity_update_m042025 | 0.00 | 160238.0 | 160238.0 | None | None | None | None
psp_entity_update_m042026 | 0.00 | 0.0 | 0.0 | None | None | None | None
