Healthcheck for psppdarc
Generated at 2026-02-19 09:35:56
================================================================================

## Total Connections

Username | Machine Name | Application Name | Total Connections Count
psp_system_parameter | psp_system_parameter_pkey | Unused | Valid
psp_system_payment_requirement | psp_system_payment_requirement_pkey | Unused | Valid
psp_system_requirement | psp_system_requirement_pkey | Unused | Valid
psp_tax_account_audit | psp_tax_acc_aud_pk | Unused | Valid
psp_tax_company_service_info | psp_tax_company_service_info_pkey | Unused | Valid
psp_tax_credits9061 | psp_tax_credits9061_pkey | Unused | Valid
psp_tax_credits_application | psp_tax_credits_application_pkey | Unused | Valid
psp_tax_payment_on_hold_reason | psp_tax_payment_on_hold_reason_pkey | Unused | Valid
psp_tax_penalty_interest | psp_tax_penalty_interest_pkey | Unused | Valid
psp_tax_table_misc_data | psp_tax_table_misc_data_pkey | Unused | Valid
psp_third_party401k_batch | psp_third_party401k_batch_pkey | Unused | Valid
psp_threshold_requirement | psp_threshold_requirement_pkey | Unused | Valid
psp_tp401k_batch_employee | psp_tp401k_batch_employee_pkey | Unused | Valid
psp_tp401k_batch_paycheck | psp_tp401k_batch_paycheck_pkey | Unused | Valid
psp_tp401k_paycheck | psp_tp401k_paycheck_pkey | Unused | Valid
psp_tp401k_paycheck_pending | psp_tp401k_paycheck_pending_pkey | Unused | Valid
psp_tp401k_paycheck_state | psp_tp401k_paycheck_state_pkey | Unused | Valid
psp_tp401k_signup_batch | psp_tp401k_signup_batch_pkey | Unused | Valid
psp_tp401k_signup_queue | psp_tp401k_signup_queue_pkey | Unused | Valid
psp_tp401kcompany_service_info | psp_tp401kcompany_service_info_pkey | Unused | Valid
psp_transaction_offload_batch | psp_transaction_offload_batch_pkey | Unused | Valid
psp_transaction_response | psp_transaction_response_pkey | Unused | Valid
psp_transaction_return | psp_transaction_return_pkey | Unused | Valid
psp_transaction_return_batch | psp_transaction_return_batch_pkey | Unused | Valid
psp_transaction_state | psp_transaction_state_pkey | Unused | Valid
psp_transaction_type | psp_transaction_type_pkey | Unused | Valid
psp_transmission_payroll_run | psp_transmission_payroll_run_pkey | Unused | Valid
psp_txntype_service_assoc | psp_txntype_service_assoc_pkey | Unused | Valid
psp_usage_period | psp_usage_period_pkey | Unused | Valid
psp_user_preference | psp_user_preference_pkey | Unused | Valid
psp_user_setting | psp_user_setting_pkey | Unused | Valid
psp_vmp_employee_info | psp_vmp_employee_info_pkey | Unused | Valid
psp_voided_check | psp_voided_check_pkey | Unused | Valid
psp_wage_limit | psp_wage_limit_pkey | Unused | Valid
psp_wc_company | psp_wc_company_pkey | Unused | Valid
