sql_id|sql_text|parsing_schema_name|MODULE|ACTION|MACHINE|SAMPLE_TIME
            from PSP_SYSTEM_PARAMETER
            where SYSTEM_PARAMETER_CD = 'PROCESS_CACHE_REFRESH_TOKEN' | PSPAPP | EwsResponse:45 | <init> | psp-jss-monitor-deployment-5ff797496c-bp8fq | 23-SEP-21 03.48.04.029 AM

4hv2s4r71nj6t | /* criteria query */ select this_.COMPANY_SEQ as COMPANY1_194_0_, this_.VERSION as VERSION194_0_, this_.CREATOR_ID as CREATOR3_194_0_, this_.CREATED_DATE as CREATED4_194_0_, this_.MODIFIER_ID as MODIFIER5_194_0_, this_.MODIFIED_DATE as MODIFIED6_194_0_, this_.REALM_ID as REALM7_194_0_, this_.PRIVATE_KEY_ENC as PRIVATE8_194_0_, this_.PHONE as PHONE194_0_, this_.DBA_NAME as DBA10_194_0_, this_.LEGAL_NAME as LEGAL11_194_0_, this_.SOURCE_COMPANY_ID as SOURCE12_194_0_, this_.DEBUG_LOGGING as DEBUG13_194_0_, this_.NOTIFICATION_EMAIL as NOTIFIC14_194_0_, this_.NEXT_PAYROLL_TRANSACTION_ID as NEXT15_194_0_, this_.NEXT_PAYCHECK_ID as NEXT16_194_0_, this_.NEXT_EMPLOYEE_ID as NEXT17_194_0_, this_.NEXT_PAYROLL_ITEM_ID as NEXT18_194_0_, this_.ACCOUNT_LOCKED_UNTIL as ACCOUNT19_194_0_, this_.NBR_OF_FAILED_LOGIN_ATTEMPTS as NBR20_194_0_, this_.CURRENT_TOKEN as CURRENT21_194_0_, this_.SOURCE_SYSTEM_CD as SOURCE22_194_0_, this_.TAX_EXEMPT_EXPIRATION_DATE as TAX23_194_0_, this_.NAME_CONTRO
L as NAME24_194_0_, this_.IS_FLAGGED_FOR_FRAUD as IS25_194_0_, this_.SIGN_UP_DATE as SIGN26_194_0_, this_.PUBLIC_KEY as PUBLIC27_194_0_, this_.NBR_FAILED_AUTHENTICATIONS as NBR28_194_0_, this_.CLOUD_CURRENT_TOKEN as CLOUD29_194_0_, this_.I_A_M_REALM_ID as I30_194_0_, this_.TAX_EXEMPT_STATUS as TAX31_194_0_, this_.PRICE_TYPE as PRICE32_194_0_, this_.FED_TAX_ID_ENC as FED33_194_0_, this_.D_D_PUBLISH_FLAG as D34_194_0_, this_.O_I_I_FLAG as O35_194_0_, this_.IS_DG_DISASSOCIATED as IS36_194_0_, this_.PUBLISH_STATUS as PUBLISH37_194_0_, this_.COMPLIANCE_ADDRESS_FK as COMPLIANCE38_194_0_, this_.MAILING_ADDRESS_FK as MAILING39_194_0_, this_.LEGAL_ADDRESS_FK as LEGAL40_194_0_, this_.PAYROLL_FREQUENCY_FK as PAYROLL41_194_0_, this_.OFFLOAD_GROUP_FK as OFFLOAD42_194_0_, this_.FUNDING_MODEL_FK as FUNDING43_194_0_ from PSP_COMPANY this_ where  this_.IS_DG_DISASSOCIATED=:1  and (this_.I_A_M_REALM_ID=:2  and exists (/* criteria query */ select d1_.ENTITLEMENT_UNIT_SEQ as y0_ from PSP_ENTITLEMENT_UNIT
d1_ where d1_.ENTITLEMENT_UNIT_STATUS in (:3 , :4 , :5 , :6 , :7 ) and d1_.COMPANY_FK=this_.COMPANY_SEQ)) | PSPAPP | AccountServiceSyncExceptionProce | execute | desktop-pay-api-appd-deployment-599cf4d998-s5sls | 21-SEP-21 04.12.57.494 PM

7yqc2wcty3kxh | /* load com.intuit.sbd.payroll.psp.domain.EntitlementMessage */ select entitlemen0_.ENTITLEMENT_MESSAGE_SEQ as ENTITLEM1_77_0_, entitlemen0_.VERSION as VERSION77_0_, entitlemen0_.CREATOR_ID as CREATOR3_77_0_, entitlemen0_.CREATED_DATE as CREATED4_77_0_, entitlemen0_.MODIFIER_ID as MODIFIER5_77_0_, entitlemen0_.MODIFIED_DATE as MODIFIED6_77_0_, entitlemen0_.REALM_ID as REALM7_77_0_, entitlemen0_.MESSAGE_TIMESTAMP as MESSAGE8_77_0_, entitlemen0_.EVENT_REASON as EVENT9_77_0_, entitlemen0_.EXPIRATION_TIMESTAMP as EXPIRATION10_77_0_, entitlemen0_.ENTITLEMENT_OFFERING_CODE as ENTITLE11_77_0_, entitlemen0_.ORDER_NUMBER as ORDER12_77_0_, entitlemen0_.MESSAGE as MESSAGE77_0_, entitlemen0_.LICENSE_NUMBER as LICENSE14_77_0_, entitlemen0_.STATUS as STATUS77_0_, entitlemen0_.TOKEN as TOKEN77_0_, entitlemen0_.FAILURE_COUNT as FAILURE17_77_0_, entitlemen0_.LAST_FAILURE_MESSAGE as LAST18_77_0_, entitlemen0_.MESSAGE_ENC as MESSAGE19_77_0_ from PSP_ENTITLEMENT_MESSAGE entitlemen0_ where
entitlemen0_.ENTITLEMENT_MESSAGE_SEQ=:1  | PSPAPP | ProcessSavedAMOMessages:295 | processSavedEntitlementMessage | psp-jss-monitor-deployment-5dd4c964d6-vgncj | 21-SEP-21 01.59.06.684 AM

bgrmn0t0yndzb | /* criteria query */ select this_.COMPANY_SEQ as COMPANY1_194_0_, this_.VERSION as VERSION194_0_, this_.CREATOR_ID as CREATOR3_194_0_, this_.CREATED_DATE as CREATED4_194_0_, this_.MODIFIER_ID as MODIFIER5_194_0_, this_.MODIFIED_DATE as MODIFIED6_194_0_, this_.REALM_ID as REALM7_194_0_, this_.PRIVATE_KEY_ENC as PRIVATE8_194_0_, this_.PHONE as PHONE194_0_, this_.DBA_NAME as DBA10_194_0_, this_.LEGAL_NAME as LEGAL11_194_0_, this_.SOURCE_COMPANY_ID as SOURCE12_194_0_, this_.DEBUG_LOGGING as DEBUG13_194_0_, this_.NOTIFICATION_EMAIL as NOTIFIC14_194_0_, this_.NEXT_PAYROLL_TRANSACTION_ID as NEXT15_194_0_, this_.NEXT_PAYCHECK_ID as NEXT16_194_0_, this_.NEXT_EMPLOYEE_ID as NEXT17_194_0_, this_.NEXT_PAYROLL_ITEM_ID as NEXT18_194_0_, this_.ACCOUNT_LOCKED_UNTIL as ACCOUNT19_194_0_, this_.NBR_OF_FAILED_LOGIN_ATTEMPTS as NBR20_194_0_, this_.CURRENT_TOKEN as CURRENT21_194_0_, this_.SOURCE_SYSTEM_CD as SOURCE22_194_0_, this_.TAX_EXEMPT_EXPIRATION_DATE as TAX23_194_0_, this_.NAME_CONTRO
L as NAME24_194_0_, this_.IS_FLAGGED_FOR_FRAUD as IS25_194_0_, this_.SIGN_UP_DATE as SIGN26_194_0_, this_.PUBLIC_KEY as PUBLIC27_194_0_, this_.NBR_FAILED_AUTHENTICATIONS as NBR28_194_0_, this_.CLOUD_CURRENT_TOKEN as CLOUD29_194_0_, this_.I_A_M_REALM_ID as I30_194_0_, this_.TAX_EXEMPT_STATUS as TAX31_194_0_, this_.PRICE_TYPE as PRICE32_194_0_, this_.FED_TAX_ID_ENC as FED33_194_0_, this_.D_D_PUBLISH_FLAG as D34_194_0_, this_.O_I_I_FLAG as O35_194_0_, this_.IS_DG_DISASSOCIATED as IS36_194_0_, this_.PUBLISH_STATUS as PUBLISH37_194_0_, this_.COMPLIANCE_ADDRESS_FK as COMPLIANCE38_194_0_, this_.MAILING_ADDRESS_FK as MAILING39_194_0_, this_.LEGAL_ADDRESS_FK as LEGAL40_194_0_, this_.PAYROLL_FREQUENCY_FK as PAYROLL41_194_0_, this_.OFFLOAD_GROUP_FK as OFFLOAD42_194_0_, this_.FUNDING_MODEL_FK as FUNDING43_194_0_ from PSP_COMPANY this_ where  this_.IS_DG_DISASSOCIATED=:1  and (this_.I_A_M_REALM_ID=:2  and this_.SOURCE_SYSTEM_CD=:3 ) | PSPAPP | Employer:590 | getEmployersByRealm | desktop-pay-api-ro
llout-7998656c9b-vqbc7 | 24-SEP-21 05.01.24.759 AM

6ys8durtpux71 | /* load one-to-many com.intuit.sbd.payroll.psp.domain.Company.CompanyServiceSet */ select companyser0_.COMPANY_FK as COMPANY11_41_1_, companyser0_.COMPANY_SERVICE_SEQ as COMPANY1_1_, companyser0_.COMPANY_SERVICE_SEQ as COMPANY1_66_0_, companyser0_.VERSION as VERSION66_0_, companyser0_.CREATOR_ID as CREATOR3_66_0_, companyser0_.CREATED_DATE as CREATED4_66_0_, companyser0_.MODIFIER_ID as MODIFIER5_66_0_, companyser0_.MODIFIED_DATE as MODIFIED6_66_0_, companyser0_.REALM_ID as REALM7_66_0_, companyser0_.STATUS_CD as STATUS8_66_0_, companyser0_.STATUS_EFFECTIVE_DATE as STATUS9_66_0_, companyser0_.SERVICE_START_DATE as SERVICE10_66_0_, companyser0_.COMPANY_FK as COMPANY11_66_0_, companyser0_.SERVICE_FK as SERVICE12_66_0_, companyser0_.FUNDING_MODEL_FK as FUNDING13_66_0_, companyser0_1_.AVERAGE_PAY_RUN_AMOUNT as AVERAGE2_71_0_, companyser0_1_.CONS_LIMIT_VIOLATION_CNT as CONS3_71_0_, companyser0_1_.HIGH_ANNUAL_PAY_AMOUNT as HIGH4_71_0_, companyser0_1_.OVERRIDE_COMPANY_LIMIT_AMO
UNT as OVERRIDE5_71_0_, companyser0_1_.OVERRIDE_EMPLOYEE_LIMIT_AMOUNT as OVERRIDE6_71_0_, companyser0_1_.OFFLOAD_GROUP_FK as OFFLOAD7_71_0_, companyser0_2_.OVERRIDE_COMPANY_LIMIT_AMOUNT as OVERRIDE2_216_0_, companyser0_3_.LAST_QUARTER_TO_FILE as LAST2_252_0_, companyser0_3_.FILE_ANNUAL_RETURNS as FILE3_252_0_, companyser0_3_.FINAL_ANNUAL_RETURNS as FINAL4_252_0_, companyser0_3_.W2_DELIVERY_PREFERENCE_CD as W5_252_0_, companyser0_3_.CLIENT_PACKET_DELIVERY_PREF_CD as CLIENT6_252_0_, companyser0_3_.LAST_TAX_YEAR as LAST7_252_0_, companyser0_3_.LAST_PAYROLL_DATE as LAST8_252_0_, companyser0_3_.IN_HOUSE_W2 as IN9_252_0_, companyser0_3_.INCLUDE_ON_S_S_A_FILE as INCLUDE10_252_0_, companyser0_4_.CUSTODIAL_ID as CUSTODIAL2_261_0_, companyser0_4_.HAS_SAFE_HARBOR as HAS3_261_0_, companyser0_5_.CONS_LIMIT_VIOLATION_CNT as CONS2_289_0_, companyser0_5_.OVERRIDE_COMPANY_LIMIT_AMOUNT as OVERRIDE3_289_0_, companyser0_5_.OVERRIDE_PAYEE_LIMIT_AMOUNT as OVERRIDE4_289_0_, companyser0_6_.LAST_PAYCHECK_ID as
 LAST2_290_0_, case when companyser0_1_.DDCOMPANY_SERVICE_INFO_SEQ is not null then 1 when companyser0_2_.RACOMPANY_SERVICE_INFO_SEQ is not null then 2 when companyser0_3_.TAX_COMPANY_SERVICE_INFO_SEQ is not null then 3 when companyser0_4_.TP401KCOMPANY_SERVICE_INFO_SEQ is not null then 4 when companyser0_5_.BPCOMPANY_SERVICE_INFO_SEQ is not null then 5 when companyser0_6_.CDCOMPANY_SERVICE_INFO_SEQ is not null then 6 when companyser0_.COMPANY_SERVICE_SEQ is not null then 0 end as clazz_0_ from PSP_COMPANY_SERVICE companyser0_ left outer join PSP_DDCOMPANY_SERVICE_INFO companyser0_1_ on companyser0_.COMPANY_SERVICE_SEQ=companyser0_1_.DDCOMPANY_SERVICE_INFO_SEQ left outer join PSP_RACOMPANY_SERVICE_INFO companyser0_2_ on companyser0_.COMPANY_SERVICE_SEQ=companyser0_2_.RACOMPANY_SERVICE_INFO_SEQ left outer join PSP_TAX_COMPANY_SERVICE_INFO companyser0_3_ on companyser0_.COMPANY_SERVICE_SEQ=companyser0_3_.TAX_COMPANY_SERVICE_INFO_SEQ left outer join PSP_TP401KCOMPANY_SERVICE_INFO companys
er0_4_ on companyser0_.COMPANY_SERVICE_SEQ=companyser0_4_.TP401KCOMPANY_SERVICE_INFO_SEQ left outer join PSP_BPCOMPANY_SERVICE_INFO companyser0_5_ on companyser0_.COMPANY_SERVICE_SEQ=companyser0_5_.BPCOMPANY_SERVICE_INFO_SEQ left outer join PSP_CDCOMPANY_SERVICE_INFO companyser0_6_ on companyser0_.COMPANY_SERVICE_SEQ=companyser0_6_.CDCOMPANY_SERVICE_INFO_SEQ where companyser0_.COMPANY_FK=:1  | PSPAPP | QueryAccountProcess:59 | execute | psp-adapter-deployment-6999877b47-qmvzc | 24-SEP-21 03.36.45.747 AM

dh3jus6pm6b4r | SELECT /* DS_SVC */ /*+ dynamic_sampling(0) no_sql_tune no_monitoring optimizer_features_enable(default) no_parallel  OPT_ESTIMATE(@"innerQuery", JOIN, ("PQI#1", "PEU#3", "CON#7", "PC#9", "PCS#10", "VW_SSQ_1#11"), SCALE_ROWS=2.000833807) OPT_ESTIMATE(@"innerQuery", JOIN, ("PEC#0", "PQI#1", "PE#2", "PEU#3", "PI1#4", "CON1#5", "PI#6", "CON#7", "PC#9", "PCS#10", "VW_SSQ_1#11"), SCALE_ROWS=18.69423551) OPT_ESTIMATE(@"innerQuery", JOIN, ("PEC#0", "PE#2", "PEU#3", "PI1#4", "CON1#5", "PC#9", "PCS#10"), SCALE_ROWS=12.07766713) OPT_ESTIMATE(@"innerQuery", NLJ_INDEX_FILTER, "PI#6", ("PEC#0", "PQI#1", "PE#2", "PEU#3", "PI1#4", "CON1#5", "CON#7", "PA#8", "PC#9", "PCS#10"), "SYS_C006500", SCALE_ROWS=18.64705882) OPT_ESTIMATE(@"innerQuery", NLJ_INDEX_FILTER, "PI#6", ("PQI#1", "PE#2", "PEU#3", "PI1#4", "CON1#5", "CON#7", "PA#8", "PC#9", "PCS#10"), "SYS_C006500", SCALE_ROWS=2.100092678) OPT_ESTIMATE(@"innerQuery", NLJ_INDEX_FILTER, "PI#6", ("PEC#0", "PQI#1", "PE#2", "PEU#3", "CON#7", "
PA#8", "PC#9", "PCS#10", "VW_SSQ_1#11"), "SYS_C006500", SCALE_ROWS=18.64705882) OPT_ESTIMATE(@"innerQuery", NLJ_INDEX_FILTER, "PI#6", ("PEC#0", "PQI#1", "PE#2", "PEU#3", "CON1#5", "CON#7", "PA#8", "PC#9", "PCS#10"), "SYS_C006500", SCALE_ROWS=18.64705882) OPT_ESTIMATE(@"innerQuery", NLJ_INDEX_FILTER, "PI#6", ("PQI#1", "PE#2", "PEU#3", "CON1#5", "CON#7", "PA#8", "PC#9", "PCS#10"), "SYS_C006500", SCALE_ROWS=2.100092678) OPT_ESTIMATE(@"innerQuery", NLJ_INDEX_FILTER, "PI#6", ("PEC#0", "PQI#1", "PE#2", "PEU#3", "CON#7", "PA#8", "PC#9", "PCS#10"), "SYS_C006500", SCALE_ROWS=18.64705882) OPT_ESTIMATE(@"innerQuery", NLJ_INDEX_FILTER, "PI#6", ("PQI#1", "PEU#3", "CON1#5", "CON#7", "PA#8", "PC#9", "PCS#10"), "SYS_C006500", SCALE_ROWS=2) OPT_ESTIMATE(@"innerQuery", JOIN, ("PQI#1", "PE#2", "PEU#3", "CON#7", "PA#8", "PC#9", "PCS#10", "VW_SSQ_1#11"), SCALE_ROWS=2.191066203) OPT_ESTIMATE(@"innerQuery", NLJ_INDEX_FILTER, "PI#6", ("PQI#1", "PE#2", "PEU#3", "CON#7", "PC#9", "PCS#10", "VW_SSQ_1#11"), "SYS_C
006500", SCALE_ROWS=2.100092678) OPT_ESTIMATE(@"innerQuery", JOIN, ("PEC#0", "PE#2", "PEU#3", "PA#8", "PC#9", "PCS#10"), SCALE_ROWS=12.26315571) OPT_ESTIMATE(@"innerQuery", NLJ_INDEX_SCAN, "PA#8", ("PQI#1", "PEU#3", "PI1#4", "CON1#5", "CON#7", "PC#9", "PCS#10"), "SYS_C006889", SCALE_ROWS=2) OPT_ESTIMATE(@"innerQuery", NLJ_INDEX_SCAN, "PI#6", ("PEC#0", "PQI#1", "PE#2", "PEU#3", "PI1#4", "CON1#5", "CON#7", "PA#8", "PC#9", "PCS#10"), "SYS_C006500", SCALE_ROWS=18.64705882) OPT_ESTIMATE(@"innerQuery", JOIN, ("PEC#0", "PE#2", "PEU#3", "PI#6", "CON#7", "PC#9", "PCS#10"), SCALE_ROWS=15.47495802) OPT_ESTIMATE(@"innerQuery", NLJ_INDEX_SCAN, "PI#6", ("PQI#1", "PE#2", "PEU#3", "PI1#4", "CON1#5", "CON#7", "PA#8", "PC#9", "PCS#10"), "SYS_C006500", SCALE_ROWS=2.100092678) OPT_ESTIMATE(@"innerQuery", NLJ_INDEX_SCAN, "PI#6", ("PEC#0", "PQI#1", "PE#2", "PEU#3", "CON#7", "PA#8", "PC#9", "PCS#10", "VW_SSQ_1#11"), "SYS_C006500", SCALE_ROWS=18.64705882) OPT_ESTIMATE(@"innerQuery", NLJ_INDEX_SCAN, "PI#6", ("
PEC#0", "PQI#1", "PE#2", "PEU#3", "CON1#5", "CON#7", "PA#8", "PC#9", "PCS#10"), "SYS_C006500", SCALE_ROWS=18.64705882) OPT_ESTIMATE(@"innerQuery", NLJ_INDEX_SCAN, "PI#6", ("PQI#1", "PE#2", "PEU#3", "CON1#5", "CON#7", "PA#8", "PC#9", "PCS#10"), "SYS_C006500", SCALE_ROWS=2.100092678) OPT_ESTIMATE(@"innerQuery", NLJ_INDEX_SCAN, "PI#6", ("PEC#0", "PQI#1", "PE#2", "PEU#3", "CON#7", "PA#8", "PC#9", "PCS#10"), "SYS_C006500", SCALE_ROWS=18.64705882) OPT_ESTIMATE(@"innerQuery", NLJ_INDEX_SCAN, "PI#6", ("PQI#1", "PEU#3", "CON1#5", "CON#7", "PA#8", "PC#9", "PCS#10"), "SYS_C006500", SCALE_ROWS=2) OPT_ESTIMATE(@"innerQuery", NLJ_INDEX_SCAN, "PI#6", ("PQI#1", "PE#2", "PEU#3", "CON#7", "PC#9", "PCS#10", "VW_SSQ_1#11"), "SYS_C006500", SCALE_ROWS=2.100092678) OPT_ESTIMATE(@"innerQuery", JOIN, ("PQI#1", "PE#2", "PEU#3", "PI1#4", "CON1#5", "CON#7", "PC#9", "PCS#10", "VW_SSQ_1#11"), SCALE_ROWS=2.0999212) OPT_ESTIMATE(@"innerQuery", NLJ_INDEX_SCAN, "PA#8", ("PQI#1", "PE#2", "PEU#3", "CON#7", "PC#9", "PCS#1
0", "VW_SSQ_1#11"), "SYS_C006889", SCALE_ROWS=2.190569972) OPT_ESTIMATE(@"innerQuery", NLJ_INDEX_SCAN, "PA#8", ("PEC#0", "PQI#1", "PE#2", "PEU#3", "PC#9", "PCS#10", "VW_SSQ_1#11"), "SYS_C006889", SCALE_ROWS=15.27878289) OPT_ESTIMATE(@"innerQuery", JOIN, ("PQI#1", "PE#2", "PEU#3", "CON1#5", "CON#7", "PA#8", "PC#9", "PCS#10", "VW_SSQ_1#11"), SCALE_ROWS=2.19042485) OPT_ESTIMATE(@"innerQuery", JOIN, ("PEC#0", "PE#2"), SCALE_ROWS=4.772011484) OPT_ESTIMATE(@"innerQuery", TABLE, "PQI#1", SCALE_ROWS=4851.222697) OPT_ESTIMATE(@"innerQuery", NLJ_INDEX_FILTER, "PE#2", ("PEC#0"), "PSP_ENTITLEMENT_FK1", SCALE_ROWS=3.149527579) OPT_ESTIMATE(@"innerQuery", JOIN, ("PEC#0", "PE#2", "PEU#3", "CON#7", "PC#9", "PCS#10"), SCALE_ROWS=15.47495802) OPT_ESTIMATE(@"innerQuery", JOIN, ("PEC#0", "PQI#1", "PE#2", "PEU#3", "PI#6", "CON#7", "PA#8", "PC#9", "PCS#10", "VW_SSQ_1#11"), SCALE_ROWS=18.69999723) OPT_ESTIMATE(@"innerQuery", JOIN, ("PEC#0", "PQI#1", "PE#2", "PEU#3", "CON1#5", "PC#9", "PCS#10"), SCALE_ROWS=14
.63015386) OPT_ESTIMATE(@"innerQuery", JOIN, ("PQI#1", "PEU#3", "CON#7", "PC#9", "PCS#10"), SCALE_ROWS=2.000833807) OPT_ESTIMATE(@"innerQuery", JOIN, ("PEC#0", "PE#2", "PEU#3", "CON1#5", "PC#9", "PCS#10"), SCALE_ROWS=12.07766713) OPT_ESTIMATE(@"innerQuery", JOIN, ("PQI#1", "PEU#3", "CON#7", "PA#8", "PC#9", "PCS#10"), SCALE_ROWS=2.087066929) OPT_ESTIMATE(@"innerQuery", JOIN, ("PEC#0", "PQI#1", "PE#2", "PEU#3", "PI1#4", "CON1#5", "PI#6", "CON#7", "PA#8", "PC#9", "PCS#10"), SCALE_ROWS=18.6945235) OPT_ESTIMATE(@"innerQuery", JOIN, ("PQI#1", "PEU#3", "PI#6", "CON#7", "PC#9", "PCS#10"), SCALE_ROWS=2.000833807) OPT_ESTIMATE(@"innerQuery", NLJ_INDEX_FILTER, "PA#8", ("PQI#1", "PEU#3", "PI1#4", "CON1#5", "CON#7", "PC#9", "PCS#10"), "SYS_C006889", SCALE_ROWS=2) OPT_ESTIMATE(@"innerQuery", JOIN, ("PEC#0", "PQI#1", "PE#2", "PEU#3", "CON1#5", "CON#7", "PA#8", "PC#9", "PCS#10", "VW_SSQ_1#11"), SCALE_ROWS=19.56543218) OPT_ESTIMATE(@"innerQuery", JOIN, ("PEC#0", "PQI#1", "PE#2", "PEU#3", "PC#9", "PCS#1
0"), SCALE_ROWS=14.59874661) OPT_ESTIMATE(@"innerQuery", JOIN, ("PQI#1", "PE#2", "PEU#3", "CON1#5", "CON#7", "PC#9", "PCS#10"), SCALE_ROWS=2.141507239) OPT_ESTIMATE(@"innerQuery", NLJ_INDEX_FILTER, "PA#8", ("PQI#1", "PE#2", "PEU#3", "CON#7", "PC#9", "PCS#10", "VW_SSQ_1#11"), "SYS_C006889", SCALE_ROWS=2.190569972) OPT_ESTIMATE(@"innerQuery", NLJ_INDEX_FILTER, "PA#8", ("PEC#0", "PQI#1", "PE#2", "PEU#3", "PC#9", "PCS#10", "VW_SSQ_1#11"), "SYS_C006889", SCALE_ROWS=15.27878289) OPT_ESTIMATE(@"innerQuery", JOIN, ("PEC#0", "PQI#1", "PE#2", "PEU#3", "CON1#5", "PA#8", "PC#9", "PCS#10", "VW_SSQ_1#11"), SCALE_ROWS=15.27461118) OPT_ESTIMATE(@"innerQuery", JOIN, ("PEC#0", "PQI#1", "PE#2", "PEU#3", "PI1#4", "CON1#5", "CON#7", "PA#8", "PC#9", "PCS#10", "VW_SSQ_1#11"), SCALE_ROWS=18.6945235) OPT_ESTIMATE(@"innerQuery", JOIN, ("PEC#0", "PQI#1", "PE#2", "PEU#3", "CON1#5", "PI#6", "CON#7", "PC#9", "PCS#10", "VW_SSQ_1#11"), SCALE_ROWS=18.69423551) OPT_ESTIMATE(@"innerQuery", JOIN, ("PQI#1", "PE#2", "PEU#3
