SQL> set lines 500 pages 500
col constraint_name for a50
col table_name for a50
select constraint_name, table_name,status  from dba_constraints where owner='PSPADM' and constraint_type='R' SQL> SQL> SQL> ;

CONSTRAINT_NAME 				   TABLE_NAME					      STATUS
PSP_GEMS_LEDGER_POSTING_RU_FK1			   PSP_GEMS_LEDGER_POSTING_RULE 		      ENABLED
PSP_LEDGER_ACCOUNT_ACTION_FK2			   PSP_LEDGER_ACCOUNT_ACTION			      ENABLED
PSP_POSTING_RULE_FK1				   PSP_POSTING_RULE				      ENABLED
PSP_DEPOSIT_FREQUENCY_LEDG_FK1			   PSP_DEP_FREQ_LEDGER_OPERATION		      ENABLED
PSP_RATE_LEDGER_OPERATION_FK1			   PSP_RATE_LEDGER_OPERATION			      ENABLED
PSP_LEDGER_OPERATION_FK2			   PSP_LEDGER_OPERATION 			      ENABLED
PSP_QBDT_TRANSACTION_INFO_FK6			   PSP_QBDT_TRANSACTION_INFO			      ENABLED
PSP_PAY_ITEM_FK1				   PSP_PAY_ITEM 				      ENABLED
PSP_QBDT_TRANSACTION_INFO_FK1			   PSP_QBDT_TRANSACTION_INFO			      ENABLED
PSP_LIABILITY_CHECK_LINE_FK2			   PSP_LIABILITY_CHECK_LINE			      ENABLED
PSP_LIABILITY_CHECK_BILLIN_FK2			   PSP_LIAB_CHECK_BILLING_ASSOC 		      ENABLED
PSP_QBDT_TRANSACTION_INFO_FK2			   PSP_QBDT_TRANSACTION_INFO			      ENABLED
PSP_LIMIT_VALUE_FK1				   PSP_LIMIT_VALUE				      ENABLED
PSP_OFFERING_FK1				   PSP_OFFERING 				      ENABLED
PSP_ATFPAYMENTS_TO_PROCESS_FK1			   PSP_ATFPAYMENTS_TO_PROCESS			      ENABLED
PSP_FINANCIAL_TRANSACTION_FK10			   PSP_FINANCIAL_TRANSACTION			      ENABLED
PSP_ENTRY_DETAIL_RECORD_FK3			   PSP_ENTRY_DETAIL_RECORD			      ENABLED
PSP_MONEYMOVEMENTTRANSACTI_FK1			   PSP_MONEY_MOVEMENT_TRANSACTION		      ENABLED
PSP_QBDT_TRANSACTION_INFO_FK3			   PSP_QBDT_TRANSACTION_INFO			      ENABLED
PSP_EDI_PAYMENT_DETAIL_FK3			   PSP_EDI_PAYMENT_DETAIL			      ENABLED
PSP_EFTPS_PAYMENT_DETAIL_FK4			   PSP_EFTPS_PAYMENT_DETAIL			      ENABLED
PSP_FSET_FILING_DETAIL_FK3			   PSP_FSET_FILING_DETAIL			      ENABLED
PSP_PAYMENT_BATCH_ASSOC_FK2			   PSP_PAYMENT_BATCH_ASSOC			      ENABLED
PSP_TAXPAYMENTONHOLDREASON_FK1			   PSP_TAX_PAYMENT_ON_HOLD_REASON		      ENABLED
PSP_TRANSACTION_RETURN_FK1			   PSP_TRANSACTION_RETURN			      ENABLED
PSP_VOIDED_CHECK_FK2				   PSP_VOIDED_CHECK				      ENABLED
PSP_ENTRY_DETAIL_RECORD_FK2			   PSP_ENTRY_DETAIL_RECORD			      ENABLED
PSP_DICRFILE_FK1				   PSP_DICRFILE 				      ENABLED
PSP_COMPANY_OFFER_FK1				   PSP_COMPANY_OFFER				      ENABLED
PSP_OFFER_PRICE_FK1				   PSP_OFFER_PRICE				      ENABLED
PSP_OFFER_SVCCHG_FK_OFFER			   PSP_OFFER_SVCCHG_ASSOC			      ENABLED
PSP_COMPANY_OFFERING_FK1			   PSP_COMPANY_OFFERING 			      ENABLED
PSP_ENTITLEMENT_CODE_OFFER_FK2			   PSP_ENTITLEMENT_CODE_OFFERING		      ENABLED
PSP_OFFERING_SVCCHG_GRP_FK			   PSP_OFFERING_SVCCHG_GRP			      ENABLED
PSP_PAYROLL_SUBTYPE_FK1 			   PSP_PAYROLL_SUBTYPE				      ENABLED
PSP_OFFER_SVCCHG_FK_SVCCHG			   PSP_OFFER_SVCCHG_ASSOC			      ENABLED
PSP_OFFERINGSERVICECHARGEP_FK1			   PSP_SVCCHGPRICE				      ENABLED
PSP_OFFERING_SVCCHG_FK				   PSP_OFFERING_SVCCHG				      ENABLED
PSP_MONEY_MOVEMENT_TRANSAC_FK3			   PSP_MONEY_MOVEMENT_TRANSACTION		      ENABLED
PSP_NACHAFILE_FK1				   PSP_NACHAFILE				      ENABLED
PSP_TRANSACTION_OFFLOAD_BA_FK2			   PSP_TRANSACTION_OFFLOAD_BATCH		      ENABLED
PSP_COMPANY_FK5 				   PSP_COMPANY					      ENABLED
PSP_OFFLOAD_BATCH_FK1				   PSP_OFFLOAD_BATCH				      ENABLED
PSP_SECOND_OFFLOAD_FK1				   PSP_SECOND_OFFLOAD				      ENABLED
PSP_COMPANY_ADDITIONAL_INF_FK3			   PSP_COMPANY_ADDITIONAL_INFO			      ENABLED
PSP_COMPENSATION_FK1				   PSP_COMPENSATION				      ENABLED
PSP_PAYCHECK_SPLIT_FK2				   PSP_PAYCHECK_SPLIT				      ENABLED
PSP_QBDT_PAYCHECK_INFO_FK1			   PSP_QBDT_PAYCHECK_INFO			      ENABLED
PSP_TAX_FK2					   PSP_TAX					      ENABLED
PSP_PAYSTUB_FK3 				   PSP_PAYSTUB					      ENABLED
PSP_DEDUCTION_FK1				   PSP_DEDUCTION				      ENABLED
PSP_EMPLOYERCONTRIBUTION_FK2			   PSP_EMPLOYER_CONTRIBUTION			      ENABLED
PSP_THIRD_PARTY401K_BATCH__FK2			   PSP_TP401K_BATCH_PAYCHECK			      ENABLED
PSP_TP401K_PCHK_PCHK_FK 			   PSP_TP401K_PAYCHECK				      ENABLED
PSP_WC_PCHK_PCHK_FK				   PSP_WC_PAYCHECK				      ENABLED
PSP_FINANCIAL_TRANSACTION_FK6			   PSP_FINANCIAL_TRANSACTION			      ENABLED
PSP_PAYCHECK_USAGE_HIST_FK2			   PSP_PAYCHECK_USAGE_HIST			      ENABLED
PSP_BILL_PAYMENT_FK1				   PSP_BILL_PAYMENT				      ENABLED
PSP_PAYEE_BANK_ACCOUNT_FK1			   PSP_PAYEE_BANK_ACCOUNT			      ENABLED
PSP_BILL_PAYMENT_SPLIT_FK2			   PSP_BILL_PAYMENT_SPLIT			      ENABLED
PSP_AGENCY_ID_REQUIREMENT_FK1			   PSP_AGENCY_ID_REQUIREMENT			      ENABLED
PSP_MANUAL_REQUIREMENT_FK1			   PSP_MANUAL_REQUIREMENT			      ENABLED
PSP_PAYMENT_REQUIREMENT_FK1			   PSP_PAYMENT_REQUIREMENT			      ENABLED
PSP_SYSTEM_REQUIREMENT_FK1			   PSP_SYSTEM_REQUIREMENT			      ENABLED
PSP_DEPOSIT_FREQUENCY_REQU_FK1			   PSP_DEPOSIT_FREQUENCY_REQ			      ENABLED
PSP_SYSTEM_PAYMENT_REQUIRE_FK1			   PSP_SYSTEM_PAYMENT_REQUIREMENT		      ENABLED
PSP_THRESHOLD_REQUIREMENT_FK1			   PSP_THRESHOLD_REQUIREMENT			      ENABLED
PSP_ADDITIONAL_FILING_AMOU_FK1			   PSP_ADDITIONAL_FILING_AMOUNT 		      ENABLED
PSP_AGENCY_CHECK_BATCH_FK2			   PSP_AGENCY_CHECK_BATCH			      ENABLED
PSP_MONEY_MOVEMENT_TRANSAC_FK5			   PSP_MONEY_MOVEMENT_TRANSACTION		      ENABLED
PSP_COMPANY_AGENCY_PAYMENT_FK2			   PSP_COMPANYAGENCY_PMTTEMPLATE		      ENABLED
PSP_FORM_TEMPLATE_FK2				   PSP_FORM_TEMPLATE				      ENABLED
PSP_LAW_FK1					   PSP_LAW					      ENABLED
PSP_PAYMENT_TEMPLATE_AGENC_FK1			   PSP_PAYMENT_TEMPLATE_AGENCY_ID		      ENABLED
PSP_PAYMENT_TEMPLATE_CHECK_FK1			   PSP_PMTTEMPLATE_CHKINFO_ASSOC		      ENABLED
PSP_PAYMENT_TEMPLATE_BANK__FK1			   PSP_PMT_TEMPLATE_BANKACCOUNT 		      ENABLED
PSP_PAYMENT_TEMPLATE_FREQU_FK1			   PSP_PMT_TEMPLATE_FREQUENCY			      ENABLED
PSP_PAYMENT_TEMPLATE_PAYME_FK1			   PSP_PMT_TEMPLATE_PAYMENTMETHOD		      ENABLED
PSP_SUICREDITS_JOB_FK1				   PSP_SUICREDITS_JOB				      ENABLED
PSP_AGENCY_ID_REQUIREMENT_FK2			   PSP_AGENCY_ID_REQUIREMENT			      ENABLED
PSP_COMPANY_FK2 				   PSP_COMPANY					      ENABLED
PSP_COMPANY_PAYROLL_ITEM_FK2			   PSP_COMPANY_PAYROLL_ITEM			      ENABLED
PSP_ATFPAYROLLS_TO_PROCESS_FK1			   PSP_ATFPAYROLLS_TO_PROCESS			      ENABLED
PSP_FINANCIAL_TRANSACTION_FK5			   PSP_FINANCIAL_TRANSACTION			      ENABLED
PSP_PAYCHECK_FK2				   PSP_PAYCHECK 				      ENABLED
PSP_BILLING_DETAIL_FK1				   PSP_BILLING_DETAIL				      ENABLED
PSP_BILL_PAYMENT_FK2				   PSP_BILL_PAYMENT				      ENABLED
PSP_COMPANY_SERVICE_BANK_A_FK3			   PSP_COMPANY_SERVICE_BANK_ACCT		      ENABLED
PSP_EMP_TOTALS_PAYROLL_RUN_FK1			   PSP_EMP_TOTALS_PAYROLL_RUN			      ENABLED
PSP_FAILED_PAYROLL_RUN_FK1			   PSP_FAILED_PAYROLL_RUN			      ENABLED
PSP_FRAUD_EVENT_FK2				   PSP_FRAUD_EVENT				      ENABLED
PSP_LIABILITY_ADJUSTMENT_FK4			   PSP_LIABILITY_ADJUSTMENT			      ENABLED
PSP_LIABILITY_CHECK_FK2 			   PSP_LIABILITY_CHECK				      ENABLED
PSP_TRANSMISSIONPAYROLLRUN_FK2			   PSP_TRANSMISSION_PAYROLL_RUN 		      ENABLED
PSP_PSTUB_PAY_ITEM_FK1				   PSP_PSTUB_PAY_ITEM				      ENABLED
PSP_PSTUB_PAID_TIMEOFF_ITE_FK1			   PSP_PSTUB_PAID_TIMEOFF_ITEM			      ENABLED
PSP_PSTUB_DDITEM_FK1				   PSP_PSTUB_DDITEM				      ENABLED
PSP_PSTUB_MSG_FK1				   PSP_PSTUB_MSG				      ENABLED
PSP_PAYMENT_TEMPLATE_CHECK_FK2			   PSP_PMTTEMPLATE_CHKINFO_ASSOC		      ENABLED
PSP_MONEY_MOVEMENT_TRANSAC_FK6			   PSP_MONEY_MOVEMENT_TRANSACTION		      ENABLED
PSP_EFFECTIVE_DEPOSIT_FREQ_FK2			   PSP_EFFECTIVE_DEPOSIT_FREQ			      ENABLED
PSP_STRPT_TMPFREQ_FK_PMTTMPFRQ			   PSP_STATE_REPORT_ASSOC			      ENABLED
PSP_PAYMENTMETHODREQUIREME_FK1			   PSP_PAYMENT_METHOD_REQUIREMENT		      ENABLED
PSP_QBDTTRANSACTIONINFO_FK1			   PSP_QBDT_TRANSACTION_INFO			      ENABLED
PSP_QBDT_PAYROLL_TRANS_FK2			   PSP_QBDT_PAYROLL_TRANSACTION 		      ENABLED
PSP_PSTUB_EMPLOYEE_INFO_FK2			   PSP_PSTUB_EMPLOYEE_INFO			      ENABLED
PSP_PSTUB_EMPLOYER_INFO_FK1			   PSP_PSTUB_EMPLOYER_INFO			      ENABLED
PSP_PAYSTUB_FK2 				   PSP_PAYSTUB					      ENABLED
PSP_PAYSTUB_FK1 				   PSP_PAYSTUB					      ENABLED
PSP_PSTUB_STATE_TAX_INFO_FK1			   PSP_PSTUB_STATE_TAX_INFO			      ENABLED
PSP_QBDT_TRANSACTION_INFO_FK8			   PSP_QBDT_TRANSACTION_INFO			      ENABLED
PSP_QBDT_PAYROLL_TRANSACTI_FK2			   PSP_QBDT_PAYROLL_TRANS_LINE			      ENABLED
PSP_QBDT_TRANSACTION_INFO_FK9			   PSP_QBDT_TRANSACTION_INFO			      ENABLED
PSP_RAFENROLLMENT_DETAIL_FK1			   PSP_RAFENROLLMENT_DETAIL			      ENABLED
PSP_RAFENROLLMENT_DETAIL_FK2			   PSP_RAFENROLLMENT_DETAIL			      ENABLED
PSP_RAFENROLLMENT_DETAIL_FK3			   PSP_RAFENROLLMENT_DETAIL			      ENABLED
PSP_COMPANY_SERVICE_FK2 			   PSP_COMPANY_SERVICE				      ENABLED
PSP_SVCSTAT_SVC_FK_SVC				   PSP_SVCSTAT_SVC_ASSOC			      ENABLED
PSP_TXNTYPE_SVC_FK_SVC				   PSP_TXNTYPE_SERVICE_ASSOC			      ENABLED
PSP_SERVICE_SUB_STATUS_FK1			   PSP_SERVICE_SUB_STATUS			      ENABLED
PSP_ROLE_SUB_STATUS_FK2 			   PSP_ROLE_SUB_STATUS				      ENABLED
PSP_SERV_STAT_TXN_SKU_TYPE_FK1			   PSP_SERV_STAT_TXN_SKU_TYPE			      ENABLED
PSP_SVCSTAT_SRCSYS_FK_SVCSTAT			   PSP_SVCSTAT_SRCSYS_ASSOC			      ENABLED
PSP_SVCSTAT_SVC_FK_SVCSTAT			   PSP_SVCSTAT_SVC_ASSOC			      ENABLED
PSP_SVCSTAT_CAP_FK_SVCSTAT			   PSP_SVCSTAT_SYSCAP_ASSOC			      ENABLED
PSP_CHECK_PRINT_SIGNATURE_FK1			   PSP_CHECK_PRINT_SIGNATURE			      ENABLED
PSP_EVTTP_SRCSYS_FK_SRCSYS			   PSP_EVTTP_SRCSYS_ASSOC			      ENABLED
PSP_FEE_FK1					   PSP_FEE					      ENABLED
PSP_SOURCE_SYSTEM_LAW_ASSO_FK2			   PSP_SOURCE_SYSTEM_LAW_ASSOC			      ENABLED
PSP_SVCSTAT_SRCSYS_FK_SRCSYS			   PSP_SVCSTAT_SRCSYS_ASSOC			      ENABLED
PSP_EDI_PAYMENT_DETAIL_FK1			   PSP_EDI_PAYMENT_DETAIL			      ENABLED
PSP_EDI_PAYMENT_DETAIL_FK2			   PSP_EDI_PAYMENT_DETAIL			      ENABLED
PSP_STATE_EDI_TAX_FILE_FK2			   PSP_STATE_EDI_TAX_FILE			      ENABLED
PSP_STRPT_TMPFREQ_FK_STRPTOUT			   PSP_STATE_REPORT_ASSOC			      ENABLED
PSP_BILLING_DETAIL_FK2				   PSP_BILLING_DETAIL				      ENABLED
PSP_SVCSTAT_CAP_FK_CAP				   PSP_SVCSTAT_SYSCAP_ASSOC			      ENABLED
PSP_TAX_CREDITS9061_FK1 			   PSP_TAX_CREDITS9061				      ENABLED
PSP_FINANCIAL_TRANSACTION_FK14			   PSP_FINANCIAL_TRANSACTION			      ENABLED
PSP_TP401K_BATCH_EE_FK1 			   PSP_TP401K_BATCH_EMPLOYEE			      ENABLED
PSP_THIRD_PARTY401K_BATCH__FK1			   PSP_TP401K_BATCH_PAYCHECK			      ENABLED
PSP_TP401K_PEND_STATE_PCHK_FK			   PSP_TP401K_PAYCHECK_PENDING			      ENABLED
PSP_TP401K_PCHK_STATE_PCHK_FK			   PSP_TP401K_PAYCHECK_STATE			      ENABLED
PSP_FINANCIAL_TRANSACTION__FK7			   PSP_FINANCIAL_TRANS_STATE			      ENABLED
PSP_TRANSACTION_RETURN_FK2			   PSP_TRANSACTION_RETURN			      ENABLED
PSP_FINANCIAL_TRANSACTION_FK9			   PSP_FINANCIAL_TRANSACTION			      ENABLED
PSP_FINANCIAL_TRANSACTION__FK6			   PSP_FINANCIAL_TRANS_STATE			      ENABLED
PSP_FINANCIAL_TRANSACTION__FK3			   PSP_FINANCIAL_TXN_ACTION			      ENABLED
PSP_POSTING_RULE_FK2				   PSP_POSTING_RULE				      ENABLED
PSP_FINANCIAL_TRANSACTION_FK7			   PSP_FINANCIAL_TRANSACTION			      ENABLED
PSP_FINANCIALTRANSACTIONST_FK2			   PSP_FINANCIAL_TRANS_STATE			      ENABLED
PSP_FEE_FK2					   PSP_FEE					      ENABLED
PSP_FINANCIAL_TRANSACTION__FK2			   PSP_FINANCIAL_TXN_ACTION			      ENABLED
PSP_INTUIT_BANK_ACCOUNT_TR_FK2			   PSP_INTUIT_BANK_ACC_TXN_TYPE 		      ENABLED
PSP_POSTING_RULE_FK3				   PSP_POSTING_RULE				      ENABLED
PSP_SERV_STAT_TXN_SKU_TYPE_FK2			   PSP_SERV_STAT_TXN_SKU_TYPE			      ENABLED
PSP_TXNTYPE_SVC_FK_TXNTYPE			   PSP_TXNTYPE_SERVICE_ASSOC			      ENABLED
PSP_EMPLOYEEUSAGE_FK1				   PSP_EMPLOYEE_USAGE				      ENABLED
PSP_USER_SETTING_FK1				   PSP_USER_SETTING				      ENABLED
PSP_WC_PEND_STATE_PCHK_FK			   PSP_WC_PAYCHECK_PENDING			      ENABLED
PSP_WC_PCHK_STATE_PCHK_FK			   PSP_WC_PAYCHECK_STATE			      ENABLED

421 rows selected.


